Geneid	Locus	Namespace	GO.ID	GO.term	pubMedId	EvidenceCode
Ntsc5641	NCU00431	molecular_function	GO:0030943	mitochondrion targeting sequence binding	10579717	IPI: Inferred from Physical Interaction
Ntsc5594	NCU00435	biological_process	GO:0045053	protein retention in Golgi apparatus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5594	NCU00435	biological_process	GO:0045324	late endosome to vacuole transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5594	NCU00435	cellular_component	GO:0000815	ESCRT III complex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5594	NCU00435	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5594	NCU00435	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5609	NCU00436	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
Ntsc5608	NCU00440	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	12455986	IMP: Inferred from Mutant Phenotype
Ntsc5608	NCU00440	biological_process	GO:0048315	conidium formation	12455986	IMP: Inferred from Mutant Phenotype
Ntsc5608	NCU00440	cellular_component	GO:0005834	heterotrimeric G-protein complex	22903975	IPI: Inferred from Physical Interaction
Ntsc5608	NCU00440	cellular_component	GO:0031680	G-protein beta/gamma-subunit complex	15701799 	IPI: Inferred from Physical Interaction
Ntsc5604	NCU00453	biological_process	GO:0007035	vacuolar acidification	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5604	NCU00453	biological_process	GO:0015672	monovalent inorganic cation transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5604	NCU00453	biological_process	GO:0016197	endosome transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5604	NCU00453	biological_process	GO:0030004	cellular monovalent inorganic cation homeostasis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5604	NCU00453	cellular_component	GO:0005770	late endosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5604	NCU00453	molecular_function	GO:0015077	monovalent inorganic cation transmembrane transporter activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5570	NCU00461	biological_process	GO:0006807	nitrogen compound metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5570	NCU00461	biological_process	GO:0046677	response to antibiotic	2822659	IEP: Inferred from Expression Pattern
Ntsc5570	NCU00461	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5570	NCU00461	molecular_function	GO:0004352	glutamate dehydrogenase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5569	NCU00464	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5569	NCU00464	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5569	NCU00464	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5579	NCU00484	biological_process	GO:0006116	NADH oxidation	15863099	IC: Inferred by Curator
Ntsc5579	NCU00484	cellular_component	GO:0005739	mitochondrion	15863099	IC: Inferred by Curator
Ntsc5579	NCU00484	cellular_component	GO:0005747	mitochondrial respiratory chain complex I	15863099	IC: Inferred by Curator
Ntsc5579	NCU00484	molecular_function	GO:0009055	electron carrier activity	15863099	IC: Inferred by Curator
Ntsc5591	NCU00489	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5591	NCU00489	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5591	NCU00489	cellular_component	GO:0030688	preribosome, small subunit precursor	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc5591	NCU00489	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2844	NCU00499	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	16801547	IMP: Inferred from Mutant Phenotype
Ntsc2844	NCU00499	biological_process	GO:0030448	hyphal growth	16801547	IMP: Inferred from Mutant Phenotype
Ntsc2844	NCU00499	biological_process	GO:0048315	conidium formation	16801547	IMP: Inferred from Mutant Phenotype
Ntsc2844	NCU00499	biological_process	GO:0070787	conidiophore development	16801547	IMP: Inferred from Mutant Phenotype
Ntsc2844	NCU00499	biological_process	GO:0071998	ascospore release from ascus	16801547	IMP: Inferred from Mutant Phenotype
Ntsc2820	NCU00502	cellular_component	GO:0005739	mitochondrion	17873079	IDA: Inferred from Direct Assay
Ntsc2820	NCU00502	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
Ntsc1073	NCU00506	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
Ntsc2846	NCU00513	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc2821	NCU00519	biological_process	GO:0006098	pentose-phosphate shunt	None	IPI: Inferred from Physical Interaction
Ntsc2821	NCU00519	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2821	NCU00519	molecular_function	GO:0004750	ribulose-phosphate 3-epimerase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1083	NCU00523	biological_process	GO:0000183	chromatin silencing at rDNA	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1083	NCU00523	biological_process	GO:0006348	chromatin silencing at telomere	19014414	IMP: Inferred from Mutant Phenotype
Ntsc1083	NCU00523	biological_process	GO:0030702	chromatin silencing at centromere	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1083	NCU00523	cellular_component	GO:0000790	nuclear chromatin	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1083	NCU00523	cellular_component	GO:0031933	telomeric heterochromatin	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1083	NCU00523	cellular_component	GO:0033553	rDNA heterochromatin	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1083	NCU00523	molecular_function	GO:0003714	transcription corepressor activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1083	NCU00523	molecular_function	GO:0016566	specific transcriptional repressor activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2824	NCU00528	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
Ntsc2824	NCU00528	biological_process	GO:0007033	vacuole organization	20601042	IMP: Inferred from Mutant Phenotype
Ntsc2824	NCU00528	biological_process	GO:0007088	regulation of mitosis	20601042	IMP: Inferred from Mutant Phenotype
Ntsc2824	NCU00528	biological_process	GO:0030437	ascospore formation	20601042	IMP: Inferred from Mutant Phenotype
Ntsc2824	NCU00528	biological_process	GO:0030448	hyphal growth	20601042	IMP: Inferred from Mutant Phenotype
Ntsc2824	NCU00528	biological_process	GO:0048315	conidium formation	20601042	IMP: Inferred from Mutant Phenotype
Ntsc2824	NCU00528	biological_process	GO:0060631	regulation of meiosis I	20601042	IMP: Inferred from Mutant Phenotype
Ntsc1076	NCU00536	biological_process	GO:0019344	cysteine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1076	NCU00536	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc1076	NCU00536	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
Ntsc1076	NCU00536	molecular_function	GO:0016413	O-acetyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2826	NCU00548	biological_process	GO:0019693	ribose phosphate metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2826	NCU00548	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2826	NCU00548	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2826	NCU00548	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2826	NCU00548	molecular_function	GO:0047631	ADP-ribose diphosphatase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2863	NCU00549	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc2827	NCU00552	biological_process	GO:0000302	response to reactive oxygen species	16004990	IEP: Inferred from Expression Pattern
Ntsc2827	NCU00552	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc2827	NCU00552	biological_process	GO:0009637	response to blue light	2144609	IEP: Inferred from Expression Pattern
Ntsc2827	NCU00552	biological_process	GO:0009651	response to salt stress	17986782	IEP: Inferred from Expression Pattern
Ntsc2827	NCU00552	molecular_function	GO:0016166	phytoene dehydrogenase activity	11017770	IDA: Inferred from Direct Assay
Ntsc2853	NCU00553	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc2854	NCU00554	biological_process	GO:0006555	methionine metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2854	NCU00554	biological_process	GO:0006566	threonine metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2854	NCU00554	biological_process	GO:0009090	homoserine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2854	NCU00554	biological_process	GO:0042493	response to drug	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2854	NCU00554	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2854	NCU00554	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2854	NCU00554	molecular_function	GO:0004073	aspartate-semialdehyde dehydrogenase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2918	NCU00565	biological_process	GO:0009107	lipoate biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2918	NCU00565	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	biological_process	GO:0006897	endocytosis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	biological_process	GO:0016192	vesicle-mediated transport	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	cellular_component	GO:0005783	endoplasmic reticulum	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	cellular_component	GO:0005794	Golgi apparatus	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	cellular_component	GO:0030659	cytoplasmic vesicle membrane	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	cellular_component	GO:0031097	medial cortex	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2959	NCU00566	cellular_component	GO:0051285	cell cortex of cell tip	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2882	NCU00580	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
Ntsc2924	NCU00582	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc2924	NCU00582	biological_process	GO:0043331	response to dsRNA	17371837	IEP: Inferred from Expression Pattern
Ntsc1089	NCU00584	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
Ntsc2883	NCU00585	biological_process	GO:0009416	response to light stimulus	7750660	IEP: Inferred from Expression Pattern
Ntsc2883	NCU00585	biological_process	GO:0009637	response to blue light	8163509	IEP: Inferred from Expression Pattern
Ntsc2883	NCU00585	biological_process	GO:0016117	carotenoid biosynthetic process	16928467	IDA: Inferred from Direct Assay
Ntsc2883	NCU00585	molecular_function	GO:0045436	lycopene beta cyclase activity	16928467	IDA: Inferred from Direct Assay
Ntsc2883	NCU00585	molecular_function	GO:0046905	phytoene synthase activity	16928467	IDA: Inferred from Direct Assay
Ntsc2885	NCU00593	biological_process	GO:0000338	protein deneddylation	15961524	IMP: Inferred from Mutant Phenotype
Ntsc2885	NCU00593	biological_process	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	15961524	IMP: Inferred from Mutant Phenotype
Ntsc2885	NCU00593	biological_process	GO:0040009	regulation of growth rate	21151958	IMP: Inferred from Mutant Phenotype
Ntsc2885	NCU00593	biological_process	GO:0042752	regulation of circadian rhythm	15961524	IMP: Inferred from Mutant Phenotype
Ntsc2885	NCU00593	biological_process	GO:0043153	entrainment of circadian clock by photoperiod	21151958	IMP: Inferred from Mutant Phenotype
Ntsc2885	NCU00593	biological_process	GO:0048589	developmental growth	15961524	IMP: Inferred from Mutant Phenotype
Ntsc2885	NCU00593	cellular_component	GO:0008180	signalosome	21151958	TAS: Traceable Author Statement
Ntsc2888	NCU00600	biological_process	GO:0006887	exocytosis	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2888	NCU00600	biological_process	GO:0007015	actin filament organization	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2888	NCU00600	biological_process	GO:0007264	small GTPase mediated signal transduction	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2888	NCU00600	biological_process	GO:0030010	establishment of cell polarity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2888	NCU00600	cellular_component	GO:0005622	intracellular	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2888	NCU00600	molecular_function	GO:0003924	GTPase activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2888	NCU00600	molecular_function	GO:0004871	signal transducer activity	None	ISS: Inferred from Sequence or Structural Similarity
Ntsc2926	NCU00605	cellular_component	GO:0005741	mitochondrial outer membrane	16294304	IDA: Inferred from Direct Assay
Ntsc2929	NCU00609	biological_process	GO:0006970	response to osmotic stress	20870880	IMP: Inferred from Mutant Phenotype
Ntsc2929	NCU00609	biological_process	GO:0006979	response to oxidative stress	20870880	IMP: Inferred from Mutant Phenotype
Ntsc2929	NCU00609	biological_process	GO:0009651	response to salt stress	20870880	IMP: Inferred from Mutant Phenotype
Ntsc2929	NCU00609	biological_process	GO:0030448	hyphal growth	20870880	IMP: Inferred from Mutant Phenotype
Ntsc2929	NCU00609	biological_process	GO:0042546	cell wall biogenesis	20870880	IMP: Inferred from Mutant Phenotype
Ntsc2929	NCU00609	biological_process	GO:0048315	conidium formation	20870880	IMP: Inferred from Mutant Phenotype
Ntsc2929	NCU00609	biological_process	GO:0060992	response to fungicide	20870880	IMP: Inferred from Mutant Phenotype
Ntsc2929	NCU00609	biological_process	GO:0070787	conidiophore development	20870880	IMP: Inferred from Mutant Phenotype
